STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EXPENDITURE,Expenditure,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,4.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,4.35,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,10.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,12.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,11.86,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,11.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,10.91,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,11.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,11.88,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,11.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,9.44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,9.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,9.64,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,9.96,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,9.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,10.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,6.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,6.37,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,6.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,6.72,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,6.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,6.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,6.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,6.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,6.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,6.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,6.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,6.61,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,6.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,6.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,3.64,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,4.01,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,3.69,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,3.88,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,3.99,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,3.66,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,1.59,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,5.36,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,3.37,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,3.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,3.32,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,3.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,3.43,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,3.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,0.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,0.74,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,0.58,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,0.61,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,1.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,1.45,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,1.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,1.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,0.46,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,0.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,0.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,0.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,0.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,0.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2014,,2.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2013,,2.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2012,,2.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2011,,1.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2010,,1.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2009,,2.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2008,,2.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2007,,2.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2021,,2.58,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2020,,2.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2019,,2.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2018,,2.89,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2017,,2.85,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_COFOG@DF_GOV_COFOG_2023(1.0),"Public finance and procurement by function - Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_P5L_S13,Percentage of general government investment,S13,General government,GF05,Environmental protection,2023,2023,PF,Public finance,2016,,2.51,,A,Normal value,0,Units,_Z,Not applicable,,
